Source,Destination,Start,End,Md5,UploadId,Source Size,Bytes Transferred,Result,Description
file://.\log.txt,gs://lectalocal/MD/log.txt,2020-11-23T15:50:30.799151Z,2020-11-23T15:50:31.440535Z,,,92,0,error,"AccessDeniedException: 403 Object 'lectalocal/MD/log.txt' is subject to bucket's retention policy and cannot be deleted, overwritten or archived until 2021-07-14T08:42:03.667655542-07:00"
file://.\app.yaml,gs://lectalocal/MD/app.yaml,2020-11-23T15:50:30.767905Z,2020-11-23T15:50:31.465341Z,qT103QiJS8/GuOVDSRhqwg==,,378,378,OK,
file://.\index.html,gs://lectalocal/MD/index.html,2020-11-23T15:50:30.783526Z,2020-11-23T15:50:31.493377Z,bXemwbCatAtJ4PTkbRJ4vg==,,104,104,OK,
file://.\debug.log,gs://lectalocal/MD/debug.log,2020-11-23T15:50:30.783526Z,2020-11-23T15:50:31.493377Z,4qyigJx/kwMoI/HY0twzLQ==,,125,125,OK,
file://.\ejemplo.yml,gs://lectalocal/MD/ejemplo.yml,2020-11-23T15:50:30.783526Z,2020-11-23T15:50:31.493377Z,tvPK4onR6rVRGx3VLAVp2Q==,,343,343,OK,
file://.\index.php,gs://lectalocal/MD/index.php,2020-11-23T15:50:30.783526Z,2020-11-23T15:50:31.506354Z,7zm+5IuJkQ87irTincYeDg==,,3368,3368,OK,
file://.\Road.php,gs://lectalocal/MD/Road.php,2020-11-23T15:50:30.799151Z,2020-11-23T15:50:31.583126Z,ZHl0NHss9yNo/e6fnikh+g==,,519,519,OK,
file://.\Firma de app.msg,gs://lectalocal/MD/Firma de app.msg,2020-11-23T15:50:30.783526Z,2020-11-23T15:50:31.584108Z,bSgOa1xtkSwfpgP1WK7NrA==,,31744,31744,OK,
file://.\php.ini,gs://lectalocal/MD/php.ini,2020-11-23T15:50:30.799151Z,2020-11-23T15:50:31.584108Z,AxVc3vQNFaiWzz3eWyb1HQ==,,187,187,OK,
file://.\1559946834.xlsx,gs://lectalocal/MD/1559946834.xlsx,2020-11-23T15:50:30.767905Z,2020-11-23T15:50:31.584108Z,gjKO2Sh0qvqfLjbz18N2FQ==,,10435,10435,OK,
file://.\verifica.php,gs://lectalocal/MD/verifica.php,2020-11-23T15:50:30.814772Z,2020-11-23T15:50:31.587062Z,I78wd1sAl3dhUSQvpQzX/g==,,770,770,OK,
file://.\sendemail.php,gs://lectalocal/MD/sendemail.php,2020-11-23T15:50:30.814772Z,2020-11-23T15:50:31.602058Z,z5lA4TXsF0kq9YLJJplV6Q==,,601,601,OK,
file://.\postman.php,gs://lectalocal/MD/postman.php,2020-11-23T15:50:30.799151Z,2020-11-23T15:50:31.610058Z,fDLuSAn223wlisJ22s4bGg==,,1170,1170,OK,
file://.\upload.php,gs://lectalocal/MD/upload.php,2020-11-23T15:50:30.814772Z,2020-11-23T15:50:31.615058Z,30yJXs272lUvC8qCeceJdQ==,,2719,2719,OK,
file://.\cover4.jpg,gs://lectalocal/MD/cover4.jpg,2020-11-23T15:50:30.783526Z,2020-11-23T15:50:31.652058Z,TczVINx1Q+t2QQPYs85Hnw==,,58685,58685,OK,
file://.\back\Login.php,gs://lectalocal/MD/back/Login.php,2020-11-23T15:50:30.830398Z,2020-11-23T15:50:31.678099Z,n8u39R5R8DPf9OviPW/uuw==,,1420,1420,OK,
file://.\Core\ActividadMapa.php,gs://lectalocal/MD/Core/ActividadMapa.php,2020-11-23T15:50:30.846019Z,2020-11-23T15:50:31.679061Z,K36uCXyFIOW2YVqjonGspQ==,,1279,1279,OK,
file://.\SimpleXLSX.php,gs://lectalocal/MD/SimpleXLSX.php,2020-11-23T15:50:30.814772Z,2020-11-23T15:50:31.693094Z,1DwtbMulBadVIG2es8tvqQ==,,28696,28696,OK,
file://.\App\Procesamiento.php,gs://lectalocal/MD/App/Procesamiento.php,2020-11-23T15:50:30.814772Z,2020-11-23T15:50:31.693094Z,QinSjotqXDNBaKxGu3BPYQ==,,38464,38464,OK,
file://.\App\test.php,gs://lectalocal/MD/App/test.php,2020-11-23T15:50:30.830398Z,2020-11-23T15:50:31.703058Z,kg5KnpCMeX6iHyFMyIuTDA==,,228,228,OK,
file://.\back\Conexion.php,gs://lectalocal/MD/back/Conexion.php,2020-11-23T15:50:30.830398Z,2020-11-23T15:50:31.712058Z,SUWEHGheB+CTGsAOgG8Kag==,,343,343,OK,
file://.\Core\AdmActividades.php,gs://lectalocal/MD/Core/AdmActividades.php,2020-11-23T15:50:30.846019Z,2020-11-23T15:50:31.844708Z,0IYG3CcD+Iih89GVY3TZqQ==,,30861,30861,OK,
file://.\Core\AdmActividadesClient.php,gs://lectalocal/MD/Core/AdmActividadesClient.php,2020-11-23T15:50:31.467345Z,2020-11-23T15:50:31.992081Z,snr7hej8u84M0kQExFycBg==,,9678,9678,OK,
file://.\Core\admActividadesDetalleEspecialEnel.php,gs://lectalocal/MD/Core/admActividadesDetalleEspecialEnel.php,2020-11-23T15:50:31.497341Z,2020-11-23T15:50:32.098321Z,PU7cj/OQ0ry3OwhIyh16dw==,,25751,25751,OK,
file://.\Core\AdmCepos.php,gs://lectalocal/MD/Core/AdmCepos.php,2020-11-23T15:50:31.630059Z,2020-11-23T15:50:32.109318Z,ngYoxk5YgmvWuBIrls9uqA==,,10490,10490,OK,
file://.\Core\AdmCepoFrame.php,gs://lectalocal/MD/Core/AdmCepoFrame.php,2020-11-23T15:50:31.624101Z,2020-11-23T15:50:32.110316Z,toTYc/K/iC2Dwf5jry6UPA==,,2732,2732,OK,
file://.\Core\AdmActividadesClientEspecialCodensa.php,gs://lectalocal/MD/Core/AdmActividadesClientEspecialCodensa.php,2020-11-23T15:50:31.485341Z,2020-11-23T15:50:32.119313Z,WyM4HVBZ+k78uS5/60ZHDA==,,20956,20956,OK,
file://.\Core\AdmActividadesTrackingFrame.php,gs://lectalocal/MD/Core/AdmActividadesTrackingFrame.php,2020-11-23T15:50:31.587062Z,2020-11-23T15:50:32.119313Z,0Mmboa8V/yVmao7SZWLUFw==,,2922,2922,OK,
file://.\Core\AdmActividadesTrackingFrameEspecialEnel.php,gs://lectalocal/MD/Core/AdmActividadesTrackingFrameEspecialEnel.php,2020-11-23T15:50:31.592073Z,2020-11-23T15:50:32.120326Z,j5I+j4/3TQbtEbWUU4DmFg==,,2922,2922,OK,
file://.\Core\AdmActividadesEnel.php,gs://lectalocal/MD/Core/AdmActividadesEnel.php,2020-11-23T15:50:31.503339Z,2020-11-23T15:50:32.122313Z,+dGHiUIfMDkdV1Q3eUKXuA==,,30866,30866,OK,
file://.\Core\admActividadesDetalle.php,gs://lectalocal/MD/Core/admActividadesDetalle.php,2020-11-23T15:50:31.494342Z,2020-11-23T15:50:32.123325Z,uKDiUCSy2UFPKi1VvInjbQ==,,25821,25821,OK,
file://.\Core\AdmBusqueda.php,gs://lectalocal/MD/Core/AdmBusqueda.php,2020-11-23T15:50:31.618058Z,2020-11-23T15:50:32.137362Z,ggj6W8+VHdxe4Ag2/7SDfg==,,10731,10731,OK,
file://.\Core\AdmActividadesUbicaciones.php,gs://lectalocal/MD/Core/AdmActividadesUbicaciones.php,2020-11-23T15:50:31.595058Z,2020-11-23T15:50:32.141362Z,uguV2qf2aOZJB3zcW3QueA==,,2084,2084,OK,
file://.\Core\AdmActividadesUbicacionesEspecialEnel.php,gs://lectalocal/MD/Core/AdmActividadesUbicacionesEspecialEnel.php,2020-11-23T15:50:31.601059Z,2020-11-23T15:50:32.162315Z,855mf6Ysv9LKWp2MvZ35kw==,,2095,2095,OK,
file://.\Core\AdmActividadesEspecialEnel.php,gs://lectalocal/MD/Core/AdmActividadesEspecialEnel.php,2020-11-23T15:50:31.508341Z,2020-11-23T15:50:32.176314Z,eBqF9nKKF9cELZ/Tw76B1A==,,34871,34871,OK,
file://.\Core\AdmNoticiasDetalle.php,gs://lectalocal/MD/Core/AdmNoticiasDetalle.php,2020-11-23T15:50:31.713059Z,2020-11-23T15:50:32.226189Z,K0uwXBCcbGR7LvIAq9SZbg==,,5169,5169,OK,
file://.\Core\AdmAgentes.php,gs://lectalocal/MD/Core/AdmAgentes.php,2020-11-23T15:50:31.610058Z,2020-11-23T15:50:32.233224Z,cF+KOdFBbd5dZytO/U46kA==,,29168,29168,OK,
file://.\Core\AdmMonitoreo.php,gs://lectalocal/MD/Core/AdmMonitoreo.php,2020-11-23T15:50:31.698060Z,2020-11-23T15:50:32.234157Z,x/fU4uikz+QY0RZFaDeD3Q==,,11177,11177,OK,
file://.\Core\AdmClientes.php,gs://lectalocal/MD/Core/AdmClientes.php,2020-11-23T15:50:31.654060Z,2020-11-23T15:50:32.254155Z,fFkJyEoepv3SoWtvYPjdYw==,,24643,24643,OK,
file://.\Core\AdmNoticias.php,gs://lectalocal/MD/Core/AdmNoticias.php,2020-11-23T15:50:31.707077Z,2020-11-23T15:50:32.256156Z,cPvl9OhFbwy9zhZsWVwDAw==,,11664,11664,OK,
file://.\Core\AdmFuncionarios.php,gs://lectalocal/MD/Core/AdmFuncionarios.php,2020-11-23T15:50:31.694058Z,2020-11-23T15:50:32.316198Z,QAgwsJfsLqSmRuPPLHALfg==,,20884,20884,OK,
file://.\Core\AdmNotificaciones.php,gs://lectalocal/MD/Core/AdmNotificaciones.php,2020-11-23T15:50:31.847709Z,2020-11-23T15:50:32.339177Z,74WQWAxHuQ+Z9/A3uFnvFw==,,13116,13116,OK,
file://.\Core\AdmEmpresas.php,gs://lectalocal/MD/Core/AdmEmpresas.php,2020-11-23T15:50:31.684096Z,2020-11-23T15:50:32.340224Z,nwDYbVITpTfrL59rJ5G2Mw==,,17821,17821,OK,
file://.\Core\AdmDispositivos.php,gs://lectalocal/MD/Core/AdmDispositivos.php,2020-11-23T15:50:31.680114Z,2020-11-23T15:50:32.350193Z,LkVsRxy6IGdVZwa8tTXy2g==,,18188,18188,OK,
file://.\Core\AdmReporteFrameTranza.php,gs://lectalocal/MD/Core/AdmReporteFrameTranza.php,2020-11-23T15:50:31.994014Z,2020-11-23T15:50:32.478549Z,dmA2RgE96llijHEUvlh01Q==,,4167,4167,OK,
file://.\GEO.html,gs://lectalocal/MD/GEO.html,2020-11-23T15:50:30.783526Z,2020-11-23T15:50:32.536366Z,4AlT3bbvvEEJblUHERYoMw==,,491649,491649,OK,
file://.\Core\AdmReportesSeguimiento.php,gs://lectalocal/MD/Core/AdmReportesSeguimiento.php,2020-11-23T15:50:32.113315Z,2020-11-23T15:50:32.622647Z,3hwqXj5kwxvWLiRA47jyIA==,,8362,8362,OK,
file://.\Core\AdmUbicacionesFrame.php,gs://lectalocal/MD/Core/AdmUbicacionesFrame.php,2020-11-23T15:50:32.141362Z,2020-11-23T15:50:32.633645Z,m8mIB4Zs4O+jl7b6lJxgTA==,,2028,2028,OK,
file://.\Core\AdmTracking.php,gs://lectalocal/MD/Core/AdmTracking.php,2020-11-23T15:50:32.123325Z,2020-11-23T15:50:32.634641Z,dwPXwY8kB1QWNn7FXIIrKg==,,10027,10027,OK,
file://.\Core\AdmReportesActividades.php,gs://lectalocal/MD/Core/AdmReportesActividades.php,2020-11-23T15:50:32.100365Z,2020-11-23T15:50:32.648642Z,tehWj5VQwrc2meWL2lrcFQ==,,10491,10491,OK,
file://.\Core\AdmUbicaciones.php,gs://lectalocal/MD/Core/AdmUbicaciones.php,2020-11-23T15:50:32.134356Z,2020-11-23T15:50:32.656680Z,TlrvpI7hX2JGMVun6rv5ag==,,3740,3740,OK,
file://.\Core\Admzonas.php,gs://lectalocal/MD/Core/Admzonas.php,2020-11-23T15:50:32.154387Z,2020-11-23T15:50:32.657649Z,Eko/jkvOs+/xfrz5pfmiQg==,,3605,3605,OK,
file://.\Core\AdmTrackingFrame.php,gs://lectalocal/MD/Core/AdmTrackingFrame.php,2020-11-23T15:50:32.126330Z,2020-11-23T15:50:32.671659Z,5vkkW13Rp9+7TLbYdpxAxQ==,,4447,4447,OK,
file://.\Core\AdmReportesActividadesEspecialEnel.php,gs://lectalocal/MD/Core/AdmReportesActividadesEspecialEnel.php,2020-11-23T15:50:32.111315Z,2020-11-23T15:50:32.681645Z,oS/YB+RLangbcj/ZWOvPIQ==,,23393,23393,OK,
file://.\Core\AdmUnidadNegocio.php,gs://lectalocal/MD/Core/AdmUnidadNegocio.php,2020-11-23T15:50:32.149320Z,2020-11-23T15:50:32.689643Z,ggn7ngBkr9/t71SEkMNOLw==,,12869,12869,OK,
file://.\Core\AdmUbicacionesMonitoreoFrame.php,gs://lectalocal/MD/Core/AdmUbicacionesMonitoreoFrame.php,2020-11-23T15:50:32.147315Z,2020-11-23T15:50:32.706642Z,BfZufBmas5Iv6gHrBg3veg==,,1883,1883,OK,
file://.\Core\AdmZonasForm.php,gs://lectalocal/MD/Core/AdmZonasForm.php,2020-11-23T15:50:32.169313Z,2020-11-23T15:50:32.752982Z,p4NF5tFixTUrI8tUCcdrFg==,,19048,19048,OK,
file://.\Core\HomeClient.php,gs://lectalocal/MD/Core/HomeClient.php,2020-11-23T15:50:32.318158Z,2020-11-23T15:50:32.755948Z,ZMwXUT9w/mllMNqS2ScDfQ==,,10976,10976,OK,
file://.\Core\FrameZonas.php,gs://lectalocal/MD/Core/FrameZonas.php,2020-11-23T15:50:32.257155Z,2020-11-23T15:50:32.761012Z,BQHmCc87pBGomVGAE2+Fdg==,,4185,4185,OK,
file://.\Core\Home.php,gs://lectalocal/MD/Core/Home.php,2020-11-23T15:50:32.269156Z,2020-11-23T15:50:32.761012Z,GZ+kFDcJN9l50nzu537nPg==,,10902,10902,OK,
file://.\Core\maparuta.php,gs://lectalocal/MD/Core/maparuta.php,2020-11-23T15:50:32.351191Z,2020-11-23T15:50:32.873629Z,KIVmmqkWIC3FOKvgDRayIg==,,4134,4134,OK,
file://.\Core\lumens.xlsx,gs://lectalocal/MD/Core/lumens.xlsx,2020-11-23T15:50:32.341210Z,2020-11-23T15:50:32.873629Z,lIU9PaU6/sjfxF2eCwg9WQ==,,11289,11289,OK,
file://.\Core\FrameGeo.php,gs://lectalocal/MD/Core/FrameGeo.php,2020-11-23T15:50:32.244157Z,2020-11-23T15:50:32.874628Z,bPcYtGJH/1pPJjAP81YrBQ==,,16640,16640,OK,
file://.\Core\mapa.php,gs://lectalocal/MD/Core/mapa.php,2020-11-23T15:50:32.344156Z,2020-11-23T15:50:32.882628Z,01dLPxin7tyNhoOKbHqmGQ==,,1734,1734,OK,
file://.\Core\Progreso.php,gs://lectalocal/MD/Core/Progreso.php,2020-11-23T15:50:32.538345Z,2020-11-23T15:50:33.160969Z,9ARU+SBuWEnVv5kDfGeo+Q==,,2871,2871,OK,
file://.\Core\time.php,gs://lectalocal/MD/Core/time.php,2020-11-23T15:50:32.624642Z,2020-11-23T15:50:33.197165Z,0873Hmo8QfXtH3vgF9ga6A==,,364,364,OK,
file://.\Core\VerEnMapa.php,gs://lectalocal/MD/Core/VerEnMapa.php,2020-11-23T15:50:32.635641Z,2020-11-23T15:50:33.198171Z,uf/kLpKYo0rnMt4osF4bWQ==,,1200,1200,OK,
file://.\Core\Archivos\Instructivos\ReasignarVisitas.xlsx,gs://lectalocal/MD/Core/Archivos/Instructivos/ReasignarVisitas.xlsx,2020-11-23T15:50:32.650644Z,2020-11-23T15:50:33.213279Z,ishl2njYO5QlqnyBMimAuQ==,,8281,8281,OK,
file://.\Core\Archivos\Instructivos\ActualizarZonas.xlsx,gs://lectalocal/MD/Core/Archivos/Instructivos/ActualizarZonas.xlsx,2020-11-23T15:50:32.637643Z,2020-11-23T15:50:33.218451Z,+ejCWJoSY0p5IRKM/GqtPg==,,8288,8288,OK,
file://.\Core\Archivos\Noticias\1554244186GGG.xlsx,gs://lectalocal/MD/Core/Archivos/Noticias/1554244186GGG.xlsx,2020-11-23T15:50:32.758985Z,2020-11-23T15:50:33.309270Z,wrre1IOCutHCZh9vVsmtLQ==,,9317,9317,OK,
file://.\Core\Archivos\Noticias\1554244210GGG.xlsx,gs://lectalocal/MD/Core/Archivos/Noticias/1554244210GGG.xlsx,2020-11-23T15:50:32.762975Z,2020-11-23T15:50:33.342290Z,wrre1IOCutHCZh9vVsmtLQ==,,9317,9317,OK,
file://.\Core\Archivos\Noticias\1554244172GGG.xlsx,gs://lectalocal/MD/Core/Archivos/Noticias/1554244172GGG.xlsx,2020-11-23T15:50:32.707642Z,2020-11-23T15:50:33.342290Z,wrre1IOCutHCZh9vVsmtLQ==,,9317,9317,OK,
file://.\Core\Correos.rar,gs://lectalocal/MD/Core/Correos.rar,2020-11-23T15:50:32.177315Z,2020-11-23T15:50:33.344290Z,oltoVcAetg8fER423/FSMQ==,,231592,231592,OK,
file://.\Core\Archivos\Noticias\1554330094GGG.xlsx,gs://lectalocal/MD/Core/Archivos/Noticias/1554330094GGG.xlsx,2020-11-23T15:50:32.774994Z,2020-11-23T15:50:33.387813Z,wrre1IOCutHCZh9vVsmtLQ==,,9317,9317,OK,
file://.\Core\Plantilla.php,gs://lectalocal/MD/Core/Plantilla.php,2020-11-23T15:50:32.479545Z,2020-11-23T15:50:33.399920Z,F9CoQCNTwdFt+H1/m+g5aw==,,17119,17119,OK,
file://.\Core\Archivos\Noticias\1554381509GGG.xlsx,gs://lectalocal/MD/Core/Archivos/Noticias/1554381509GGG.xlsx,2020-11-23T15:50:32.875626Z,2020-11-23T15:50:33.423143Z,wrre1IOCutHCZh9vVsmtLQ==,,9317,9317,OK,
file://.\Core\Cron\FrameGeoAutomatico.php,gs://lectalocal/MD/Core/Cron/FrameGeoAutomatico.php,2020-11-23T15:50:32.889677Z,2020-11-23T15:50:33.443143Z,VbsmuK3/zGCo089xYdKStw==,,8379,8379,OK,
file://.\Core\Archivos\Noticias\1554382553GGG.xlsx,gs://lectalocal/MD/Core/Archivos/Noticias/1554382553GGG.xlsx,2020-11-23T15:50:32.878643Z,2020-11-23T15:50:33.456147Z,wrre1IOCutHCZh9vVsmtLQ==,,9317,9317,OK,
file://.\Core\Archivos\Instructivos\~$SubirBaseEspecialesEnel.xlsx,gs://lectalocal/MD/Core/Archivos/Instructivos/~$SubirBaseEspecialesEnel.xlsx,2020-11-23T15:50:32.673643Z,2020-11-23T15:50:33.457145Z,SJ1KjusqNKrsT5WboJTwJg==,,165,165,OK,
file://.\Core\Archivos\Instructivos\SubirBase.xlsx,gs://lectalocal/MD/Core/Archivos/Instructivos/SubirBase.xlsx,2020-11-23T15:50:32.659642Z,2020-11-23T15:50:33.463145Z,ikG+LiUJpnKXSXSRZkpwUA==,,8533,8533,OK,
file://.\Core\Archivos\Instructivos\SubirBaseEspecialesEnel.xlsx,gs://lectalocal/MD/Core/Archivos/Instructivos/SubirBaseEspecialesEnel.xlsx,2020-11-23T15:50:32.661642Z,2020-11-23T15:50:33.475168Z,EsMBAkMCAg1IQpr2z9WDYQ==,,8671,8671,OK,
file://.\Core\Archivos\Noticias\1554244145GGG.xlsx,gs://lectalocal/MD/Core/Archivos/Noticias/1554244145GGG.xlsx,2020-11-23T15:50:32.691673Z,2020-11-23T15:50:33.490144Z,wrre1IOCutHCZh9vVsmtLQ==,,9317,9317,OK,
file://.\Core\Archivos\Noticias\1554212441logoGobernacion.jpg,gs://lectalocal/MD/Core/Archivos/Noticias/1554212441logoGobernacion.jpg,2020-11-23T15:50:32.683644Z,2020-11-23T15:50:33.611254Z,Yl+53xtYc4i6v8fpUyHPFA==,,23654,23654,OK,
file://.\Core\Archivos\Noticias\1554382783Eliminarguias.txt,gs://lectalocal/MD/Core/Archivos/Noticias/1554382783Eliminarguias.txt,2020-11-23T15:50:32.883627Z,2020-11-23T15:50:33.758903Z,QM1ADGCu55UtldpMYZ0xXQ==,,74009,74009,OK,
file://.\Core\FrameGeo - copia.php,gs://lectalocal/MD/Core/FrameGeo - copia.php,2020-11-23T15:50:32.227801Z,2020-11-23T15:50:34.046274Z,brvVx9UUyzOqTuWxNgAmrA==,,508520,508520,OK,
file://.\Core\Cron\rptSeguimientoAutomatico.php,gs://lectalocal/MD/Core/Cron/rptSeguimientoAutomatico.php,2020-11-23T15:50:33.163971Z,2020-11-23T15:50:34.064297Z,E4KVk411Cti0hkQezPMq+A==,,8148,8148,OK,
file://.\Core\css\animate.css,gs://lectalocal/MD/Core/css/animate.css,2020-11-23T15:50:33.200162Z,2020-11-23T15:50:34.073272Z,OmqS/xjlNO0LnX+27/jMDA==,,1685,1685,OK,
file://.\Core\FrameZonas - copia.php,gs://lectalocal/MD/Core/FrameZonas - copia.php,2020-11-23T15:50:32.246190Z,2020-11-23T15:50:34.083272Z,KaKvaGGCljsVRyfQh6WypA==,,496573,496573,OK,
file://.\Core\css\SidebarNav.min.css,gs://lectalocal/MD/Core/css/SidebarNav.min.css,2020-11-23T15:50:33.401174Z,2020-11-23T15:50:34.114274Z,QHmyvlkRngWdgxaF1OKnHA==,,1861,1861,OK,
file://.\Core\css\monthly.css,gs://lectalocal/MD/Core/css/monthly.css,2020-11-23T15:50:33.349326Z,2020-11-23T15:50:34.198879Z,pFlvOVYSlmXlucO8Fxtmfg==,,8649,8649,OK,
file://.\Core\css\custom.css,gs://lectalocal/MD/Core/css/custom.css,2020-11-23T15:50:33.216307Z,2020-11-23T15:50:34.199918Z,sOkKAK+SkrveckOMWQBJ9g==,,1771,1771,OK,
file://.\Core\css\graph.css,gs://lectalocal/MD/Core/css/graph.css,2020-11-23T15:50:33.345308Z,2020-11-23T15:50:34.205879Z,vhaigXPWXxLqW6g4cVml/A==,,2520,2520,OK,
file://.\Core\css\jqcandlestick.css,gs://lectalocal/MD/Core/css/jqcandlestick.css,2020-11-23T15:50:33.348289Z,2020-11-23T15:50:34.206881Z,nBTDdpQkuY4bq1M0uVVweQ==,,164,164,OK,
file://.\Core\css\owl.carousel.css,gs://lectalocal/MD/Core/css/owl.carousel.css,2020-11-23T15:50:33.389830Z,2020-11-23T15:50:34.252900Z,q40ChrZSzXOUHYbhvX8fHw==,,7829,7829,OK,
file://.\Core\css\font-awesome.css,gs://lectalocal/MD/Core/css/font-awesome.css,2020-11-23T15:50:33.311226Z,2020-11-23T15:50:34.252900Z,u1Ote//swAFNZFU+llAdzg==,,29062,29062,OK,
file://.\Core\Ext\jquery.dataTables.css,gs://lectalocal/MD/Core/Ext/jquery.dataTables.css,2020-11-23T15:50:33.446144Z,2020-11-23T15:50:34.315160Z,UK9OndYpgpzo8e5LoP8Omw==,,17664,17664,OK,
file://.\Core\css\export.css,gs://lectalocal/MD/Core/css/export.css,2020-11-23T15:50:33.219828Z,2020-11-23T15:50:34.329156Z,dOrNzFKGpK4ZL0ISyPQsOg==,,33687,33687,OK,
file://.\Core\fonts\fontawesome-webfont.woff2,gs://lectalocal/MD/Core/fonts/fontawesome-webfont.woff2,2020-11-23T15:50:33.613254Z,2020-11-23T15:50:34.505385Z,5s98bsfC1vZwrp12JgTLCw==,,71896,71896,OK,
file://.\Core\fonts\fontawesome-webfont.eot,gs://lectalocal/MD/Core/fonts/fontawesome-webfont.eot,2020-11-23T15:50:33.469143Z,2020-11-23T15:50:34.641947Z,JaMkFqvuGY3YIbCxehmKjw==,,76518,76518,OK,
file://.\Core\fonts\fontawesome-webfont.ttf,gs://lectalocal/MD/Core/fonts/fontawesome-webfont.ttf,2020-11-23T15:50:33.476144Z,2020-11-23T15:50:34.646946Z,HcNdJeYdgZqcNXB0AUhnqw==,,152796,152796,OK,
file://.\Core\fonts\fontawesome-webfont.woff,gs://lectalocal/MD/Core/fonts/fontawesome-webfont.woff,2020-11-23T15:50:33.497159Z,2020-11-23T15:50:34.694065Z,yN3x5eW/NoK8e+vzDzlBSA==,,90412,90412,OK,
file://.\Core\css\bootstrap.css,gs://lectalocal/MD/Core/css/bootstrap.css,2020-11-23T15:50:33.202162Z,2020-11-23T15:50:34.800406Z,AlMC/H2rTIGukIiC1OaB9Q==,,141598,141598,OK,
file://.\Core\fonts\FontAwesome.otf,gs://lectalocal/MD/Core/fonts/FontAwesome.otf,2020-11-23T15:50:33.761899Z,2020-11-23T15:50:34.832362Z,XcQdj+Mpoi+h7pIlVxyEPg==,,124988,124988,OK,
file://.\Core\fonts\glyphicons-halflings-regular.eot,gs://lectalocal/MD/Core/fonts/glyphicons-halflings-regular.eot,2020-11-23T15:50:34.049276Z,2020-11-23T15:50:34.864365Z,9Hafm9t0Zr5lCII5wSBG0Q==,,20127,20127,OK,
file://.\Core\fonts\fontawesome-webfont.svg,gs://lectalocal/MD/Core/fonts/fontawesome-webfont.svg,2020-11-23T15:50:33.474145Z,2020-11-23T15:50:34.885414Z,CnmRSKULsCxvOA6r2Nl1WQ==,,202148,202148,OK,
file://.\Core\css\style.css,gs://lectalocal/MD/Core/css/style.css,2020-11-23T15:50:33.425157Z,2020-11-23T15:50:34.893340Z,8xuCs3zZe5/KpnnJHPqWEA==,,180128,180128,OK,
file://.\Core\images\1.jpg,gs://lectalocal/MD/Core/images/1.jpg,2020-11-23T15:50:34.116321Z,2020-11-23T15:50:34.893340Z,Os7CMQFxTR3FThjGxMAFIw==,,12509,12509,OK,
file://.\Core\fonts\glyphicons-halflings-regular.woff,gs://lectalocal/MD/Core/fonts/glyphicons-halflings-regular.woff,2020-11-23T15:50:34.076273Z,2020-11-23T15:50:34.903315Z,+idyMn9V2BmDAf24vPyBWA==,,23424,23424,OK,
file://.\Core\fonts\glyphicons-halflings-regular.woff2,gs://lectalocal/MD/Core/fonts/glyphicons-halflings-regular.woff2,2020-11-23T15:50:34.084290Z,2020-11-23T15:50:34.916303Z,RIw0pW1pnCkRetxkxDr/6w==,,18028,18028,OK,
file://.\Core\images\3.jpg,gs://lectalocal/MD/Core/images/3.jpg,2020-11-23T15:50:34.208882Z,2020-11-23T15:50:34.984345Z,fb+RUUrDYGTw+8yhUU1gGQ==,,12402,12402,OK,
file://.\Core\images\a.png,gs://lectalocal/MD/Core/images/a.png,2020-11-23T15:50:34.254928Z,2020-11-23T15:50:34.993389Z,ExHcxYx6g2FB4EqcSjHplA==,,8535,8535,OK,
file://.\Core\fonts\glyphicons-halflings-regular.ttf,gs://lectalocal/MD/Core/fonts/glyphicons-halflings-regular.ttf,2020-11-23T15:50:34.066281Z,2020-11-23T15:50:35.004305Z,4Yu/YR8qLkOvwHGqL04VEg==,,45404,45404,OK,
file://.\Core\images\33622.svg,gs://lectalocal/MD/Core/images/33622.svg,2020-11-23T15:50:34.213878Z,2020-11-23T15:50:35.005302Z,AWjcjMn+jhpK/IxSusxs4w==,,954,954,OK,
file://.\Core\images\2.jpg,gs://lectalocal/MD/Core/images/2.jpg,2020-11-23T15:50:34.203882Z,2020-11-23T15:50:35.099505Z,Q/MK4qUSnpdD4P0l2jlLIA==,,18667,18667,OK,
file://.\Core\images\4.jpg,gs://lectalocal/MD/Core/images/4.jpg,2020-11-23T15:50:34.223925Z,2020-11-23T15:50:35.124486Z,QjOo+/Ou3+iSYfthZSoYWA==,,17710,17710,OK,
file://.\Core\images\beachflag.png,gs://lectalocal/MD/Core/images/beachflag.png,2020-11-23T15:50:34.255892Z,2020-11-23T15:50:35.173819Z,OUPVuOT4hA38R5UjreaRjg==,,46036,46036,OK,
file://.\Core\images\beachflagblack.png,gs://lectalocal/MD/Core/images/beachflagblack.png,2020-11-23T15:50:34.330156Z,2020-11-23T15:50:35.173819Z,xU55ZDZYxbhCi6txGhz6Mw==,,46585,46585,OK,
file://.\Core\images\i2.png,gs://lectalocal/MD/Core/images/i2.png,2020-11-23T15:50:34.696064Z,2020-11-23T15:50:35.274977Z,s4137gVgroa+CZ9O4FxNvg==,,10837,10837,OK,
file://.\Core\images\beachflagcircle.png,gs://lectalocal/MD/Core/images/beachflagcircle.png,2020-11-23T15:50:34.506397Z,2020-11-23T15:50:35.295925Z,mj8TopVUr7X7yaj9g8tyUQ==,,43018,43018,OK,
